saison,href,score_equipe_home,score_equipe_away,Possession_de_balle_home,Possession_de_balle_away,Tirs_au_but_home,Tirs_au_but_away,Tirs_cadrés_home,Tirs_cadrés_away,Tirs_non_cadrés_home,Tirs_non_cadrés_away,Tirs_bloqués_home,Tirs_bloqués_away,Corners_home,Corners_away,Sauvetages_du_gardien_home,Sauvetages_du_gardien_away,Coup_francs_home,Coup_francs_away,Hors-jeu_home,Hors-jeu_away,Fautes_home,Fautes_away,Cartons_Jaunes_home,Cartons_Jaunes_away,Passes_home,Passes_away,Cartons_Rouges_home,Cartons_Rouges_away,score_mi_temps_home,score_mi_temps_away,resultat
2017-2018,https://www.flashscore.fr/match/WSbYFYOE/#/resume-du-match,1,2,0.43,0.57,3.0,9.0,2.0,4.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,0.0,1.0,5.0,4.0,0.0,0.0,0.84,0.91,0.0,0.0,1,1,1
2017-2018,https://www.flashscore.fr/match/SrtjgBH1/#/resume-du-match,1,1,0.38,0.62,4.0,7.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,0.0,1.0,2.0,4.0,1.0,0.0,0.7,0.81,0.0,0.0,1,1,0
2017-2018,https://www.flashscore.fr/match/QkbxFhvL/#/resume-du-match,2,0,0.7,0.3,9.0,2.0,5.0,0.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0,7.0,8.0,2.0,0.0,6.0,7.0,0.0,2.0,0.9,0.78,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/YLtnfi2e/#/resume-du-match,2,3,0.62,0.38,6.0,6.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,6.0,0.0,1.0,6.0,5.0,1.0,1.0,0.84,0.77,0.0,0.0,1,1,1
2017-2018,https://www.flashscore.fr/match/OQwD8jHl/#/resume-du-match,1,3,0.44,0.56,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,9.0,6.0,0.0,1.0,6.0,8.0,1.0,0.0,0.75,0.82,0.0,0.0,0,1,1
2017-2018,https://www.flashscore.fr/match/h0rH7AWf/#/resume-du-match,2,1,0.55,0.45,6.0,5.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,8.0,9.0,3.0,2.0,6.0,6.0,0.0,1.0,0.83,0.77,0.0,0.0,0,0,-1
2017-2018,https://www.flashscore.fr/match/xU3nNkWs/#/resume-du-match,0,2,0.36,0.64,3.0,6.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,6.0,8.0,1.0,3.0,7.0,3.0,1.0,0.0,0.85,0.92,0.0,0.0,0,1,1
2017-2018,https://www.flashscore.fr/match/zLHKRVNQ/#/resume-du-match,2,2,0.5,0.5,7.0,6.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,6.0,12.0,0.0,1.0,13.0,6.0,2.0,2.0,0.66,0.66,0.0,0.0,1,1,0
2017-2018,https://www.flashscore.fr/match/QkzU48GD/#/resume-du-match,0,3,0.49,0.51,10.0,8.0,0.0,4.0,4.0,3.0,6.0,1.0,3.0,1.0,3.0,0.0,5.0,9.0,0.0,0.0,9.0,6.0,0.0,0.0,0.79,0.84,0.0,0.0,0,1,1
2017-2018,https://www.flashscore.fr/match/WjsL6Uo1/#/resume-du-match,0,1,0.56,0.44,4.0,6.0,3.0,1.0,1.0,4.0,0.0,1.0,2.0,3.0,1.0,3.0,9.0,5.0,0.0,1.0,5.0,8.0,0.0,0.0,0.81,0.78,0.0,0.0,0,0,1
2017-2018,https://www.flashscore.fr/match/pzu99W1r/#/resume-du-match,1,3,0.53,0.47,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,8.0,12.0,0.0,0.0,13.0,8.0,1.0,2.0,0.82,0.76,0.0,0.0,0,2,1
2017-2018,https://www.flashscore.fr/match/EFWP5l17/#/resume-du-match,2,0,0.64,0.36,14.0,2.0,3.0,1.0,7.0,0.0,4.0,1.0,7.0,1.0,1.0,1.0,5.0,8.0,1.0,0.0,7.0,6.0,0.0,0.0,0.9,0.77,0.0,0.0,2,0,-1
2017-2018,https://www.flashscore.fr/match/IqNFSB8K/#/resume-du-match,1,1,0.51,0.49,11.0,5.0,4.0,2.0,5.0,1.0,2.0,2.0,6.0,0.0,1.0,3.0,7.0,11.0,3.0,0.0,8.0,7.0,0.0,0.0,0.82,0.81,0.0,0.0,1,1,0
2017-2018,https://www.flashscore.fr/match/StBNKHRt/#/resume-du-match,1,1,0.44,0.56,10.0,1.0,4.0,0.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,8.0,1.0,1.0,0.0,1.0,10.0,0.0,4.0,0.82,0.89,0.0,1.0,1,0,0
2017-2018,https://www.flashscore.fr/match/dbKiQw4J/#/resume-du-match,2,1,0.73,0.27,3.0,5.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,4.0,6.0,0.0,0.0,6.0,4.0,1.0,0.0,0.85,0.63,0.0,0.0,2,1,-1
2017-2018,https://www.flashscore.fr/match/6X9RJysm/#/resume-du-match,0,1,0.5,0.5,11.0,4.0,1.0,2.0,7.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,5.0,5.0,0.0,1.0,0.72,0.68,0.0,0.0,0,1,1
2017-2018,https://www.flashscore.fr/match/69e3J7V6/#/resume-du-match,4,0,0.59,0.41,6.0,3.0,4.0,2.0,0.0,1.0,2.0,0.0,4.0,4.0,2.0,3.0,9.0,12.0,5.0,1.0,7.0,9.0,1.0,1.0,0.75,0.67,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/SIdaKmG0/#/resume-du-match,2,1,0.7,0.3,8.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,6.0,7.0,2.0,0.0,5.0,6.0,0.0,1.0,0.84,0.7,0.0,0.0,2,1,-1
2017-2018,https://www.flashscore.fr/match/pf7fLT0f/#/resume-du-match,1,1,0.4,0.6,2.0,5.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,5.0,2.0,1.0,9.0,7.0,0.0,1.0,7.0,8.0,1.0,0.0,0.74,0.88,0.0,0.0,1,0,0
2017-2018,https://www.flashscore.fr/match/Wj3jM9ol/#/resume-du-match,3,0,0.47,0.53,4.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,7.0,4.0,0.0,1.0,5.0,5.0,2.0,1.0,0.72,0.77,0.0,0.0,2,0,-1
2017-2018,https://www.flashscore.fr/match/A1OePcJP/#/resume-du-match,1,1,0.61,0.39,3.0,6.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,9.0,6.0,2.0,2.0,4.0,7.0,1.0,2.0,0.91,0.83,0.0,0.0,1,1,0
2017-2018,https://www.flashscore.fr/match/hQgBHo0J/#/resume-du-match,0,5,0.41,0.59,4.0,5.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,4.0,11.0,0.0,0.0,10.0,4.0,1.0,0.0,0.79,0.85,0.0,0.0,0,2,1
2017-2018,https://www.flashscore.fr/match/EZf7IRpD/#/resume-du-match,0,0,0.65,0.35,2.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,7.0,7.0,1.0,2.0,6.0,5.0,0.0,0.0,0.88,0.74,0.0,0.0,0,0,0
2017-2018,https://www.flashscore.fr/match/O84WIedg/#/resume-du-match,1,1,0.37,0.63,4.0,9.0,0.0,3.0,1.0,4.0,3.0,2.0,3.0,5.0,3.0,0.0,3.0,5.0,0.0,0.0,5.0,3.0,0.0,1.0,0.83,0.9,0.0,0.0,0,0,0
2017-2018,https://www.flashscore.fr/match/f7LsGgtC/#/resume-du-match,3,0,0.67,0.33,8.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,5.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,0.89,0.77,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/OQF6K8Xc/#/resume-du-match,0,1,0.39,0.61,6.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,3.0,7.0,9.0,1.0,1.0,8.0,6.0,1.0,0.0,0.83,0.88,0.0,0.0,0,0,1
2017-2018,https://www.flashscore.fr/match/t2Q1LlIi/#/resume-du-match,1,2,0.7,0.3,7.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,9.0,5.0,3.0,1.0,1.0,8.0,0.0,1.0,0.88,0.7,0.0,0.0,1,0,1
2017-2018,https://www.flashscore.fr/match/EeYFcoQp/#/resume-du-match,1,1,0.42,0.58,6.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,7.0,1.0,0.0,6.0,4.0,0.0,0.0,0.82,0.88,0.0,0.0,1,0,0
2017-2018,https://www.flashscore.fr/match/dM2vHZQ5/#/resume-du-match,2,2,0.6,0.4,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,6.0,5.0,2.0,1.0,0.85,0.81,0.0,0.0,0,0,0
2017-2018,https://www.flashscore.fr/match/xWAnFDeI/#/resume-du-match,1,3,0.48,0.52,6.0,4.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,5.0,7.0,1.0,0.0,6.0,5.0,1.0,2.0,0.82,0.8,0.0,0.0,0,1,1
2017-2018,https://www.flashscore.fr/match/xUJAJSn4/#/resume-du-match,2,3,0.36,0.64,4.0,10.0,1.0,3.0,3.0,5.0,0.0,2.0,2.0,6.0,2.0,0.0,7.0,9.0,1.0,2.0,8.0,6.0,1.0,1.0,0.7,0.85,0.0,0.0,1,1,1
2017-2018,https://www.flashscore.fr/match/2BRcMU2o/#/resume-du-match,7,1,0.63,0.37,5.0,7.0,4.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,7.0,2.0,0.0,6.0,3.0,1.0,0.0,0.92,0.83,0.0,0.0,4,1,-1
2017-2018,https://www.flashscore.fr/match/2X2YY7ni/#/resume-du-match,1,1,0.52,0.48,7.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,5.0,8.0,0.0,1.0,7.0,4.0,4.0,0.0,0.75,0.72,0.0,0.0,1,0,0
2017-2018,https://www.flashscore.fr/match/jgZFGQWM/#/resume-du-match,2,5,0.36,0.64,9.0,13.0,2.0,7.0,2.0,4.0,5.0,2.0,3.0,4.0,6.0,1.0,5.0,5.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84,0.89,0.0,0.0,1,1,1
2017-2018,https://www.flashscore.fr/match/nPKoB4fp/#/resume-du-match,5,1,0.65,0.35,9.0,9.0,5.0,1.0,2.0,5.0,2.0,3.0,0.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,4.0,0.0,1.0,0.89,0.86,0.0,0.0,4,0,-1
2017-2018,https://www.flashscore.fr/match/ll5pW5W9/#/resume-du-match,2,0,0.45,0.55,8.0,2.0,4.0,0.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,3.0,1.0,9.0,4.0,0.0,5.0,1.0,1.0,0.0,0.8,0.78,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/0SOkAO9j/#/resume-du-match,1,1,0.5,0.5,10.0,2.0,2.0,1.0,5.0,1.0,3.0,0.0,4.0,0.0,1.0,2.0,5.0,6.0,1.0,0.0,5.0,5.0,0.0,0.0,0.78,0.77,0.0,0.0,0,0,0
2017-2018,https://www.flashscore.fr/match/UqYJFpnT/#/resume-du-match,3,1,0.55,0.45,12.0,3.0,6.0,0.0,4.0,2.0,2.0,1.0,6.0,1.0,0.0,4.0,9.0,6.0,1.0,1.0,5.0,9.0,0.0,1.0,0.73,0.7,0.0,1.0,2,0,-1
2017-2018,https://www.flashscore.fr/match/WjJEIn2A/#/resume-du-match,3,1,0.39,0.61,2.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,7.0,0.0,1.0,7.0,6.0,1.0,0.0,0.57,0.76,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/tO1xYR1c/#/resume-du-match,1,0,0.61,0.39,11.0,3.0,2.0,1.0,5.0,2.0,4.0,0.0,2.0,0.0,1.0,2.0,7.0,5.0,1.0,2.0,4.0,5.0,0.0,0.0,0.88,0.82,0.0,0.0,0,0,-1
2017-2018,https://www.flashscore.fr/match/Ac6tXoH3/#/resume-du-match,2,1,0.72,0.28,7.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,7.0,5.0,3.0,0.0,2.0,7.0,0.0,0.0,0.88,0.72,0.0,0.0,0,1,-1
2017-2018,https://www.flashscore.fr/match/AsIIH6HG/#/resume-du-match,0,1,0.33,0.67,8.0,7.0,2.0,1.0,5.0,4.0,1.0,2.0,5.0,3.0,1.0,2.0,5.0,10.0,2.0,0.0,8.0,5.0,0.0,0.0,0.84,0.92,0.0,0.0,0,0,1
2017-2018,https://www.flashscore.fr/match/2a3zIFBa/#/resume-du-match,0,0,0.63,0.37,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,4.0,0.0,3.0,4.0,0.0,0.0,0.85,0.75,0.0,0.0,0,0,0
2017-2018,https://www.flashscore.fr/match/zowYM1gd/#/resume-du-match,0,1,0.49,0.51,8.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,6.0,1.0,0.0,5.0,2.0,0.0,1.0,0.79,0.72,0.0,0.0,0,1,1
2017-2018,https://www.flashscore.fr/match/vJqPONOq/#/resume-du-match,2,0,0.62,0.38,12.0,4.0,6.0,2.0,5.0,2.0,1.0,0.0,1.0,2.0,2.0,5.0,9.0,2.0,1.0,0.0,1.0,9.0,0.0,0.0,0.87,0.72,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/O6JSrqGF/#/resume-du-match,3,1,0.46,0.54,4.0,8.0,2.0,1.0,2.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,9.0,4.0,1.0,1.0,3.0,8.0,0.0,2.0,0.73,0.79,0.0,0.0,2,1,-1
2017-2018,https://www.flashscore.fr/match/pGKOqP09/#/resume-du-match,1,1,0.42,0.58,5.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,8.0,8.0,1.0,1.0,7.0,7.0,0.0,1.0,0.83,0.86,0.0,0.0,1,0,0
2017-2018,https://www.flashscore.fr/match/dfvUNsvj/#/resume-du-match,0,0,0.65,0.35,8.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,7.0,5.0,1.0,1.0,4.0,6.0,0.0,0.0,0.81,0.69,0.0,0.0,0,0,0
2017-2018,https://www.flashscore.fr/match/xAccT3GS/#/resume-du-match,3,1,0.5,0.5,9.0,5.0,5.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,2.0,0.0,6.0,6.0,0.0,1.0,0.8,0.73,0.0,0.0,2,0,-1
2017-2018,https://www.flashscore.fr/match/rmbgUq1M/#/resume-du-match,3,1,0.42,0.58,8.0,7.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,9.0,1.0,0.0,8.0,5.0,0.0,0.0,0.73,0.82,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/2iVJp5o3/#/resume-du-match,2,1,0.62,0.38,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,8.0,3.0,0.0,5.0,8.0,0.0,0.0,0.83,0.7,0.0,0.0,1,1,-1
2017-2018,https://www.flashscore.fr/match/WCfkVPoG/#/resume-du-match,1,1,0.44,0.56,6.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,9.0,2.0,0.0,3.0,3.0,6.0,0.0,1.0,0.7,0.83,0.0,0.0,0,1,0
2017-2018,https://www.flashscore.fr/match/llRFooWd/#/resume-du-match,2,2,0.63,0.37,4.0,18.0,0.0,4.0,4.0,10.0,0.0,4.0,5.0,5.0,3.0,0.0,6.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,0.89,0.83,0.0,0.0,0,1,0
2017-2018,https://www.flashscore.fr/match/IsYVs3VL/#/resume-du-match,2,2,0.29,0.71,5.0,9.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,6.0,9.0,2.0,1.0,7.0,5.0,0.0,0.0,0.8,0.89,0.0,0.0,0,1,0
2017-2018,https://www.flashscore.fr/match/b1g5d2pF/#/resume-du-match,1,3,0.49,0.51,3.0,5.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,10.0,2.0,1.0,8.0,4.0,1.0,0.0,0.87,0.84,0.0,0.0,1,2,1
2017-2018,https://www.flashscore.fr/match/GID6y18k/#/resume-du-match,3,0,0.59,0.41,8.0,2.0,2.0,1.0,2.0,1.0,4.0,0.0,4.0,2.0,1.0,0.0,7.0,6.0,2.0,1.0,4.0,6.0,1.0,1.0,0.88,0.81,0.0,0.0,2,0,-1
2017-2018,https://www.flashscore.fr/match/Ayc9eMaL/#/resume-du-match,2,3,0.32,0.68,5.0,7.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,12.0,6.0,3.0,2.0,3.0,10.0,0.0,1.0,0.66,0.86,0.0,0.0,2,1,1
2017-2018,https://www.flashscore.fr/match/4vf1crV8/#/resume-du-match,2,1,0.52,0.48,9.0,4.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,5.0,6.0,2.0,1.0,4.0,5.0,0.0,1.0,0.83,0.8,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/QmecbOF2/#/resume-du-match,0,2,0.58,0.42,7.0,7.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,5.0,0.0,1.0,6.0,4.0,0.0,1.0,0.82,0.74,0.0,0.0,0,0,1
2017-2018,https://www.flashscore.fr/match/lWBEZvw2/#/resume-du-match,1,2,0.34,0.66,2.0,7.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.77,0.87,0.0,0.0,1,0,1
2017-2018,https://www.flashscore.fr/match/2F92xsgq/#/resume-du-match,3,1,0.49,0.51,5.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,5.0,3.0,0.0,2.0,4.0,0.0,0.0,0.76,0.72,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/dYWZtNpS/#/resume-du-match,1,2,0.52,0.48,8.0,7.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,8.0,8.0,0.0,0.0,8.0,8.0,1.0,0.0,0.77,0.78,0.0,0.0,1,1,1
2017-2018,https://www.flashscore.fr/match/AuDAzLNe/#/resume-du-match,2,1,0.5,0.5,11.0,4.0,5.0,1.0,3.0,2.0,3.0,1.0,5.0,0.0,0.0,4.0,6.0,7.0,1.0,0.0,7.0,6.0,1.0,1.0,0.92,0.86,0.0,0.0,1,1,-1
2017-2018,https://www.flashscore.fr/match/2Zyllvhe/#/resume-du-match,3,3,0.48,0.52,8.0,7.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,8.0,9.0,2.0,2.0,8.0,6.0,1.0,0.0,0.73,0.7,0.0,0.0,1,2,0
2017-2018,https://www.flashscore.fr/match/8Wd9iDbm/#/resume-du-match,3,2,0.39,0.61,6.0,3.0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,9.0,14.0,0.0,1.0,13.0,8.0,1.0,0.0,0.73,0.86,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/Uub5hgqs/#/resume-du-match,0,2,0.59,0.41,6.0,4.0,2.0,0.0,4.0,3.0,0.0,1.0,3.0,6.0,0.0,2.0,10.0,6.0,1.0,3.0,5.0,7.0,0.0,0.0,0.89,0.85,0.0,0.0,0,0,1
2017-2018,https://www.flashscore.fr/match/jeIrALEE/#/resume-du-match,4,1,0.65,0.35,9.0,7.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,10.0,5.0,0.0,0.0,6.0,11.0,0.0,1.0,0.92,0.84,0.0,0.0,3,0,-1
2017-2018,https://www.flashscore.fr/match/C4JvB1a8/#/resume-du-match,1,1,0.6,0.4,9.0,6.0,0.0,2.0,7.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,5.0,7.0,2.0,0.0,5.0,5.0,0.0,0.0,0.87,0.73,0.0,0.0,0,1,0
2017-2018,https://www.flashscore.fr/match/b1VdnIM7/#/resume-du-match,1,0,0.43,0.57,8.0,5.0,0.0,1.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,8.0,2.0,0.0,6.0,5.0,1.0,1.0,0.81,0.85,0.0,0.0,0,0,-1
2017-2018,https://www.flashscore.fr/match/pbRhmb71/#/resume-du-match,2,1,0.57,0.43,9.0,4.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,6.0,7.0,2.0,1.0,5.0,5.0,0.0,2.0,0.84,0.81,0.0,0.0,2,1,-1
2017-2018,https://www.flashscore.fr/match/OrwpkKxk/#/resume-du-match,4,2,0.62,0.38,10.0,3.0,3.0,1.0,3.0,2.0,4.0,0.0,5.0,2.0,0.0,2.0,10.0,6.0,2.0,0.0,4.0,11.0,1.0,2.0,0.81,0.66,0.0,0.0,1,1,-1
2017-2018,https://www.flashscore.fr/match/f9Yuj0Nr/#/resume-du-match,0,2,0.53,0.47,7.0,8.0,0.0,0.0,5.0,7.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,3.0,1.0,1.0,2.0,5.0,0.0,1.0,0.71,0.72,0.0,0.0,0,0,1
2017-2018,https://www.flashscore.fr/match/h0nEftFR/#/resume-du-match,2,0,0.55,0.45,3.0,7.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,4.0,0.0,0.0,10.0,6.0,2.0,0.0,4.0,11.0,0.0,2.0,0.84,0.8,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/tbzj4jrg/#/resume-du-match,0,3,0.4,0.6,7.0,13.0,1.0,7.0,4.0,4.0,2.0,2.0,3.0,1.0,6.0,1.0,6.0,12.0,0.0,0.0,12.0,6.0,0.0,0.0,0.76,0.85,0.0,0.0,0,1,1
2017-2018,https://www.flashscore.fr/match/27yn5WSn/#/resume-du-match,2,1,0.53,0.47,12.0,6.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,3.0,9.0,5.0,1.0,2.0,4.0,7.0,1.0,1.0,0.73,0.68,0.0,0.0,0,0,-1
2017-2018,https://www.flashscore.fr/match/8pxr6CDt/#/resume-du-match,5,0,0.53,0.47,9.0,3.0,4.0,1.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0,0.87,0.83,0.0,0.0,3,0,-1
2017-2018,https://www.flashscore.fr/match/nsWGAh5P/#/resume-du-match,1,1,0.49,0.51,6.0,5.0,1.0,2.0,5.0,1.0,0.0,2.0,6.0,3.0,1.0,0.0,4.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,0.78,0.83,0.0,0.0,1,1,0
2017-2018,https://www.flashscore.fr/match/pxhYo9SO/#/resume-du-match,1,0,0.47,0.53,4.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,0.86,0.84,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/6ogUnkDI/#/resume-du-match,0,4,0.35,0.65,3.0,9.0,0.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,9.0,2.0,0.0,1.0,2.0,8.0,0.0,0.0,0.76,0.89,0.0,0.0,0,3,1
2017-2018,https://www.flashscore.fr/match/xClQmVcC/#/resume-du-match,2,1,0.6,0.4,17.0,3.0,6.0,2.0,4.0,1.0,7.0,0.0,2.0,1.0,1.0,4.0,7.0,5.0,0.0,0.0,6.0,7.0,0.0,0.0,0.9,0.8,0.0,0.0,2,1,-1
2017-2018,https://www.flashscore.fr/match/bLkMlBr6/#/resume-du-match,3,2,0.46,0.54,11.0,3.0,1.0,1.0,4.0,0.0,6.0,2.0,3.0,5.0,0.0,1.0,8.0,8.0,0.0,0.0,9.0,8.0,1.0,1.0,0.88,0.87,0.0,0.0,0,1,-1
2017-2018,https://www.flashscore.fr/match/Gd0HkiTa/#/resume-du-match,2,1,0.54,0.46,4.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,8.0,0.0,1.0,8.0,4.0,1.0,1.0,0.85,0.81,0.0,0.0,1,0,-1
2017-2018,https://www.flashscore.fr/match/2gdDjXDg/#/resume-du-match,0,0,0.26,0.74,6.0,6.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,8.0,11.0,0.0,0.0,11.0,8.0,2.0,1.0,0.74,0.92,0.0,0.0,0,0,0
2018-2019,https://www.flashscore.fr/match/4G7NN3Sq/#/resume-du-match,1,1,0.42,0.58,7.0,4.0,2.0,1.0,5.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,6.0,10.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2018-2019,https://www.flashscore.fr/match/xU5VLscd/#/resume-du-match,0,0,0.51,0.49,6.0,3.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,6.0,0.0,1.0,5.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0
2018-2019,https://www.flashscore.fr/match/0rZr4IVg/#/resume-du-match,1,1,0.52,0.48,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,11.0,7.0,0.0,2.0,7.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0
2018-2019,https://www.flashscore.fr/match/88xi2d06/#/resume-du-match,0,3,0.48,0.52,3.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2018-2019,https://www.flashscore.fr/match/jXRe1GFC/#/resume-du-match,2,1,0.41,0.59,7.0,4.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,6.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1
2018-2019,https://www.flashscore.fr/match/UNQa0zVI/#/resume-du-match,2,1,0.39,0.61,6.0,3.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,5.0,9.0,0.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,-1
